Date,Time,CO(GT),NOx(GT),NO2(GT),O3(GT),SO2(GT),PM2.5,PM10,Temperature,Humidity,Pressure,WindSpeed,WindDirection,CO_NOx_Ratio,NOx_NO2_Ratio,Temp_Humidity_Index,AirQualityIndex,CO_MA3,NO2_MA3,O3_MA3,DayOfWeek,Hour
2024-01-01,00:00,3.807947176588889,172.02676760679424,144.3333168655317,118.12083155459602,1.2156788411855275,147.34967064304422,208.80312435314255,28.564579539435464,12.399195243972468,1041.6592365364395,5.97824082408833,209.9842668110531,0.02200785016826126,1.1836705534351795,3.541777987714415,343.3530464755577,3.807947176588889,144.3333168655317,118.12083155459602,0,0
2024-01-01,01:00,9.51207163345817,241.8242664606959,137.7693178782124,15.32582998810266,1.0161778037143454,40.979839141748755,145.59557905320105,6.793191692596672,10.716451116903228,1045.0213607394526,1.8963555032411605,319.53489033895937,0.03917265672044279,1.7426349726164052,0.7279890670146533,206.28202750588437,6.66000940502353,141.05131737187207,66.72333077134934,0,1
2024-01-01,02:00,7.34674002393291,228.28811800725754,20.055085534008175,44.377036250219284,24.14090957896555,72.5947404021278,26.154999751092998,24.43655165085725,30.19379223522176,950.441013398031,2.5271844994443193,274.6442997321444,0.03204152089425047,10.842421781594123,7.378321634912492,140.17091969111388,6.888919611326656,100.71924009258409,59.27456593097266,0,2
2024-01-01,03:00,6.026718993550662,47.01607150343833,184.5919085762542,139.48860301978587,2.435391545263162,134.33972418727456,276.3679436996795,26.463950624075487,81.93888532083966,981.7075031376356,3.613422563618436,312.26602305327367,0.1255146205186549,0.25333039497312365,21.684266153224844,307.92858794951724,7.6285102169805805,114.13877066282494,66.39715641936927,0,3
2024-01-01,04:00,1.6445845403801216,45.6255914527007,114.1259682292071,95.63476780850873,48.75209512945635,99.00742218227359,294.29544853415047,10.530330899560818,91.42728923569484,1033.7378029465226,4.073066687298967,21.392120487575053,0.03527214324023041,0.39631016489575654,9.627596089017215,370.1345562410558,5.0060145192878975,106.25765411315649,93.16680235950463,0,4
2024-01-01,05:00,1.6443457513284063,81.18413595572909,73.38137870600116,167.106462059881,11.881193552528206,149.0213525338043,135.00259041143215,16.37135442450131,45.25915293087383,1003.6445205351536,4.845236184210881,114.5255156117431,0.02000806764232676,1.0914577998966168,7.409536335840427,127.29246738629813,3.10521642841973,124.0330851704875,134.0766109627252,0,5
2024-01-01,06:00,0.6750277604651747,108.96134317597013,151.55117811556602,77.74650209310242,24.16057173887739,192.43554073845763,187.9616341487049,13.169519070511477,60.68787369460107,1030.7508733482152,5.1092005792698885,114.73629973009369,0.00613877332677661,0.7142609091712543,7.992301099698406,149.6999505479386,1.3213193507245675,113.01950835025809,113.49591065383072,0,6
2024-01-01,07:00,8.675143843171858,123.1282188411363,52.21572622192517,156.69641348069223,3.995743870598957,27.72660410446351,140.58660161068656,37.63070483595403,73.54473417598427,1035.3323282837937,9.11432690975072,236.5362207967032,0.06988857106114295,2.3137562443037147,27.67540184015165,320.14695847554304,3.664839118321813,92.38276101449746,133.84979254455854,0,7
2024-01-01,08:00,6.051038616257767,204.22946783317025,139.00845757221776,81.36302330860451,26.580372392391666,143.36570469762188,103.34509875697496,9.397698805821431,95.76430293265538,994.2626219941322,10.191463816520825,161.50141753362368,0.029484258182536527,1.4586937916077438,8.999640753105373,482.61163009029264,5.133736739964933,114.25845396990299,105.26864629413303,0,8
2024-01-01,09:00,7.10991852018085,17.947449217584786,8.902530306877196,176.28544188765537,19.617850132223015,49.917110348262334,32.42244992876421,3.2495369001232337,92.16390135676885,985.8982938024785,6.177584162527118,279.89013717073504,0.37524409953727506,1.8124104306068607,2.9948999831813814,106.93576833488783,7.278700326536825,66.70890470034004,138.114959558984,0,9
2024-01-01,10:00,0.3037864935284442,11.36713856359385,168.04219948424512,172.81035427039893,3.188341414983964,85.822961844476,142.25964181521667,11.451677929401022,15.147307304324194,995.5433266050526,18.145928398414565,138.39500399605012,0.02456400823572279,0.06724438393652868,1.7346208474678426,327.1238178556048,4.488247876655687,105.31772912111336,143.4862731555529,0,10
2024-01-01,11:00,9.702107536403744,118.18125832022879,90.18599855724239,59.91547029453838,17.421089068115013,11.408231530052266,247.33152134424094,25.12820684209055,32.33492588883527,1015.2795202624267,11.062794466779092,79.77872783246715,0.08140631902320662,1.2960461056533807,8.125187059583213,453.2949205341941,5.705270850037679,89.04357611612157,136.33708881753088,0,11
2024-01-01,12:00,8.341182143924176,209.45194394925616,127.7018899572304,159.58033700460777,20.180364990919927,31.501939547076294,14.939123715521037,26.381321066265937,14.423008955965937,986.7159152886818,15.749538560668135,104.74238458594023,0.03963461675571592,1.627419333304742,3.8049803000896647,230.98338252218065,6.1156920579521215,128.6433626662393,130.76872052318166,0,12
2024-01-01,13:00,2.202157195714934,58.837167543988286,45.02632614153005,152.72243598460122,49.50615307247206,67.35657136453544,178.81122812226448,36.58257919120031,65.48881788901463,1027.4988288697753,18.484756648416866,65.68910141429316,0.03680249727890371,1.2783372577482102,23.957498665629732,158.4221132476623,6.748482292014284,87.63807155200095,124.0727477612491,0,13
2024-01-01,14:00,1.9000671753502962,192.80983989561926,135.73766881903114,38.711791121633745,11.186407724049397,71.68723203115707,265.4239115307398,34.67895181941142,73.94439848253751,1040.3992793685022,3.262702291516104,71.24136903464401,0.009803770419363748,1.410071135195366,25.643142322912766,333.4355326032707,4.147802171663135,102.82196163926386,117.00485470361423,0,14
2024-01-01,15:00,1.915704647548995,78.68861324414954,154.67581490276206,112.74798174020528,27.694201153134884,180.41911721010868,73.08933470416382,7.974423418777398,37.74550711208603,978.2311202158727,8.557489674312691,78.06200955503454,0.024039879344865366,0.5054645982955019,3.0099865586824768,15.715903240393125,2.005976339538075,111.81326995444108,101.39406961548006,0,15
2024-01-01,16:00,3.1119982052994235,265.9397465352414,95.16942418999535,14.01013449057686,49.3784619107328,149.65351730697046,63.14420075982803,15.482346203541837,86.8466717319893,1046.4989644174238,8.664208034292177,5.794096142600829,0.011658054844554884,2.7653253492486596,13.445902383800087,180.080275266687,2.3092566760662385,128.52763597059618,55.15663578413861,0,16
2024-01-01,17:00,5.295088673159155,268.81129333571835,123.92765788829706,150.77121898443963,39.80894118906662,194.575678796473,233.9602214535635,28.62710446825453,50.75314753703479,1012.2725246725311,7.0894450087670835,257.79169251451634,0.01962515581796137,2.1517356354833255,14.529156566354299,128.98701340855678,3.4409305086691915,124.59096566035147,92.5097784050739,0,17
2024-01-01,18:00,4.376255684556946,89.88887408011662,91.80885884065731,32.24371314712588,49.67500754322236,121.81894451537191,83.97506502459505,36.24417762709113,99.85433635873113,1037.8168771219741,0.1781173310327988,143.8568432176088,0.048149520266907136,0.9685376504245787,36.191383038211555,112.31085138921398,4.261114187671841,103.6353136396499,65.67502220738076,0,18
2024-01-01,19:00,2.983168487960615,69.76813243500891,178.92418248231127,13.675831548051848,48.446617418348296,52.134177757807,65.67543759258805,10.172425578560132,10.035972333039243,960.3916435272106,16.3194421555619,8.161679477458406,0.042154121994108826,0.38776406524380325,1.020901816663302,89.87963176348163,4.218170948558906,131.55356640375518,65.56358789320576,0,19
2024-01-01,20:00,6.157343657751556,123.97988764780315,100.07596692234951,72.6392181014472,24.98743756261356,68.89273083472037,119.61688266507817,14.999864537964815,19.8540737576701,975.1499137056239,2.231186431078056,133.2027160077025,0.04926667621196079,1.2266010548585633,2.978084168918136,368.53165079297696,4.505589276756372,123.60300274843934,39.519587598874956,0,20
2024-01-01,21:00,1.4809892204552142,72.91894396886447,168.51993309673495,104.26906280933618,35.12241664365772,67.36800504193357,123.8255835583632,35.476522170412395,37.16139186418063,982.1019079432592,19.90961195843518,325.93252576154833,0.020035313560202165,0.43014967406372184,13.183569423529867,477.5498976629822,3.540500455389129,149.17336083379857,63.5280374862784,0,21
2024-01-01,22:00,2.99223202049866,202.0427691442194,160.46905959577947,154.03013558219902,6.411713220116404,68.66639389433406,263.4893082748041,11.13177429212902,12.295683815834185,980.2822151174513,15.459169838223632,184.04795410828012,0.014736954352574385,1.251278539987858,1.3687277700524982,192.3853226609714,3.5435216329018098,143.02165320495462,110.31280549766079,0,22
2024-01-01,23:00,3.726982248607548,247.99334067993738,82.69045944832295,175.38941206839084,22.616292427293292,136.22801375680405,189.3486068607663,16.62308437862811,80.41055119644257,967.1861156598532,11.60020035213029,355.23072408468624,0.01496820050861645,2.9632211642124857,13.366713774704603,24.551653454020496,2.733401163187141,137.22648404694579,144.56287015330864,0,23
2024-01-02,00:00,4.615092843748656,202.25454714245387,46.786813879637535,79.66915975000559,40.64190857106818,108.50754597763117,127.72882233848091,35.70268635481355,14.74946090841585,1036.8200947524833,3.092128354831949,194.38539547610023,0.022705975874252403,4.23243423702363,5.265953767157544,359.45590683628893,3.7781023709516215,96.64877764124662,136.36290246686514,1,0
2024-01-02,01:00,7.873242017790835,247.4807837275555,81.81034437939442,11.819999214363367,25.761430727880025,80.15771472689563,164.97250964287238,31.100944809543172,77.40816699644445,991.861214128955,10.30785942786494,346.60763965838305,0.03168551668133573,2.9885249914397867,24.074671295643203,269.10216723179474,5.405105703382347,70.42920590245161,88.95952367758657,1,1
2024-01-02,02:00,2.0767704433677614,119.70065650003477,165.4172577792688,135.09168864563085,35.432252608044365,34.07250490209974,286.6499176643295,5.954391625441126,14.731161291059447,1046.3130212466788,5.222174817156178,72.64826236958856,0.017205958141306075,0.7192803084088933,0.8771510342450685,361.82230692290403,4.8550351016357505,98.00480534610024,75.52694920333325,1,2
2024-01-02,03:00,5.190920940294755,47.73877424194939,46.29887462805908,102.1660128640848,37.54181516922957,9.317136773718453,42.83225621686966,9.615777943537001,32.74545381877411,1008.3472366790147,5.046450490861389,104.37653257897234,0.1065049546491659,1.0093004245312287,3.1487301258167752,323.9520820994532,5.04697780048445,97.84215892890741,83.02590024135965,1,3
2024-01-02,04:00,5.96490423173422,221.64733327188006,105.36283282569212,81.1725507271589,13.4199879209018,47.67276212960006,70.23750130016052,10.883142735670258,85.71491340926767,963.8394635644863,16.59058498764971,251.98923966471412,0.026790818214967482,2.083879560025603,9.328476372086765,452.71799048173835,4.410865205132246,105.69298841100665,106.1434174122915,1,4
2024-01-02,05:00,0.5598590859279775,108.7818770373246,161.41325284418875,56.35912930380195,43.90926927418571,25.956923773892846,289.13332491010107,36.07323130439769,95.59857648139518,1004.5904709833957,7.612888479188693,355.25578211980076,0.005099740513068762,0.6697844857628987,34.48549561784521,70.22009636345872,3.9052280859856503,104.3583200993133,79.8992309650152,1,5
